17PIN玻璃双层杯 两只装,高硼硅玻璃，圆润通透，400ml大...,¥ 59
小米米家滤水壶,高效过滤，享安心好水,¥ 99
mufor缤纷糖果马克杯,甜蜜糖果色，优雅北欧范儿，低...,¥ 39 起
500CC炻瓷马克杯四季款,4色可选，实用大容量，环保炻瓷,¥ 49 起
云米不锈钢真空保温壶 1.5L,24h长效保温，316无铅不锈钢内...,¥ 119
云米超能滤水壶L1 UV杀菌版,UV紫外杀菌，7重多效过滤，滤芯...,¥ 299
316温感杯,炫彩温感灯，316不锈钢，长效保...,¥ 79 直降
轻智能随行保温杯,双曲线杯身，OLED显示屏，头层...,¥ 159 直降
花园系英式下午茶套装,细润白瓷，花面清新，釉中烧彩...,¥ 99 起
高硼硅玻璃水壶套装,耐温差范围广，纯手工精良打造...,¥ 69 起
云米便携真空保温杯,轻便合金材料，24小时长效保温...,¥ 59 直降
Fiu优雅不倒杯,创新魔力吸盘，告别意外洒水,¥ 119
云米不锈钢真空保温杯,316不锈钢，24小时长效真空保温...,¥ 89 起 直降
云米超能滤水壶L1（标准版）,7重多效过滤，全进口抑菌材质,¥ 99 直降
云米超能滤芯 滤水壶版（三只装...,加量滤芯，7重多效过滤，立体快...,¥ 119
小米米家滤水壶滤芯 三支装,有效滤除余氯，减少水垢、重金...,¥ 99
保温杯,进口316L不锈钢内胆，镜面内壁...,¥ 99
火候厨房剪刀,轻松剪切，灵活防锈，用途广泛,¥ 39
火候陶瓷刀砧板套装,高颜值，轻薄锋利，免磨易洗,¥ 29.9 起
火候乌檀木整木砧板,非洲进口乌檀木，原木整芯无拼...,¥ 189 起
火候酷黑不粘钢刀套装,厨房高颜值，切菜不粘刀，锋利...,¥ 149
砺刃锻打复合切片钢刀,轻巧耐用的不锈钢刀,¥ 149
火候钢刀六件套,至诚锋锐，比硬更硬,¥ 329 直降
火候防菌纳米陶瓷刀,更轻薄，更锋利，更环保,¥ 39 起
一悟一什整竹砧板,用料考究，为厨房添加一缕香,¥ 79 起
天然原色稻壳砧板,安全稻壳材质，纯天然无添加，...,¥ 99 起
质造夏日凉水壶套装,稳若泰山，山壶岛杯，断水干净,¥ 39 起
吻吻鱼咖啡滤,200目超细滤网，110ml大容量，...,¥ 29
质造光影咖啡杯,光影艺术，瓷质通透，优雅好用,¥ 59 起
17PIN啤酒杯球迷款 2个装,精工手制，收腰设计，430ml容量,¥ 39
17PIN茶趣壶套装,800ml容量，高硼硅耐热玻璃，纯...,¥ 129
御蝉手工水晶杯套装,无铅水晶，人工吹制，晶莹透亮,¥ 179 起
四叶草日式茶具套装,四叶茶杯，优雅茶壶，独创釉色...,¥ 39 起
大肚茶水分离杯壶,茶水分离，杯壶合一，高效泡茶,¥ 58
质造瓷木咖啡杯 套装,创新性瓷木结合，安心更安全。,¥ 99 起
不锈钢料理盆 四件套,优质钢材，用途广泛，一体成型...,¥ 159
橡儿天然软木餐厨隔热垫,天然格调，无害无味，便捷静音...,¥ 29 起
kalar多功能果蔬沥水篮,食品级材质，快速沥水，多场景...,¥ 59
kalar不锈钢硅胶铲勺套装,食品级硅胶，耐高温220°，柔软...,¥ 49.9 起
Kalar食品级硅胶冰格,食品级硅胶，轻松取出冰块，多...,¥ 29.9 起
不锈钢编织水果篮,优质钢材，简约设计，坚固耐用...,¥ 79
榉木柄不锈钢铲勺,进口原材，防烫手柄，流线型设计,¥ 69 起
进口榉木铲勺四件套,德国进口榉木，耐用不伤锅,¥ 59
火候不锈钢刀叉勺,镜面抛光，简约设计，握感十足,¥ 59 起
樱岚和风筷 六双装,不易霉变，坚实耐用，无漆无蜡,¥ 49 起
彩瓷保鲜碗 三件套,天然彩瓷，美观防滑，密封保鲜...,¥ 49
简雅纯色不锈钢筷子,进口不锈钢，包裹式中空结构，...,¥ 69
简欧不锈钢餐具四件套,优质不锈钢，一体成型,¥ 79 起
御蝉骨瓷纯白套装,品质不凡，不止于“美”,¥ 59 起
质造青白釉芭蕉纹餐具,釉色青翠，芭蕉纹路，手感自然,¥ 88 起
素来素往稻壳筷子 六双入,天然材质，精简于形，安全环保,¥ 49 起
一悟一什天然实木筷 10双,进口天然木材，匠心安全木筷,¥ 29 起
楠竹火锅筷 六双入,天然原竹，30cm加长设计,¥ 29
御蝉骨瓷镶金套装,卓尔不群，耀目“金”辉,¥ 69 起
洁致懒人抹布 8卷,吸水吸油，干湿两用，强效清洁,¥ 119
洁致厨房湿巾 30片*6包,塑点摩擦工艺，去油 除污 祛味...,¥ 119
洁致三层复合洗碗刷 6片装,多效合一，防刮伤，更抑菌，起...,¥ 16.9
洁致超细纤维无痕百洁布 五条装...,不留划痕，不留水痕，不掉毛屑...,¥ 32.9
洁致不锈钢洗杯刷+3个可替换刷...,蜂窝海绵，快速起泡，避免细菌...,¥ 19.9
洁致竹制长柄锅刷,竹制手柄，软硬适中刷毛，强力...,¥ 26.9
洁致金刚砂海绵魔力擦 5片装,清污除垢，厨具去锈，打磨抛光...,¥ 19.9
洁致竹柄EVA泡棉红酒杯刷,新型材质，软硬刷毛适中，不伤...,¥ 26.9
素来素往稻壳保鲜碗,稻壳材质，抗菌保鲜，方便携带,¥ 79
17PIN 玻璃储物罐,高透玻璃，密封紧实，操作简单...,¥ 49 起
不锈钢编织水果篮,优质钢材，简约设计，坚固耐用...,¥ 79
知吾煮抗摔玻璃保鲜盒,坚固抗摔，食品级材质，强效密...,¥ 49 起
name,desc,price
大希地 麻辣虾球350g/盒*2盒,取材健康，三次清洗，壳薄肉厚...,¥ 99
大希地 培根陪你帕尼尼100g*10...,加热即食，鲜香培根，健康低卡,¥ 78
秘之醉 盱眙龙虾 2kg礼盒装,蟹塘龙虾，出口品质，壳薄肉满...,¥ 99 起
大希地 牛肉酱意面  320g*6份...,加热即食，杜兰小麦粉，大颗牛...,¥ 99
海福盛日式味噌冻干汤 12杯/箱...,冻干技术制造，传统日本风味，...,¥ 45
海福盛番茄蛋花汤冻干汤 12杯/...,木本树番茄，烟台柴鸡蛋，开胃...,¥ 45
淮河小镇 盱眙龙虾 1.5kg,产地直供，大厨秘制，5分钟瞬享...,¥ 89 起
海福盛冻干粥深海鱼粥12杯装,深海马鲛，真正高汤，经典东方...,¥ 69.9
海福盛冻干粥小米瘦肉粥12杯装,轻食养生，养脾健胃，现煮版口感,¥ 64.9
和厨咖喱牛肉冻干面 12杯/箱,冻干工艺制造，大片咖喱牛肉，...,¥ 64.9
和厨番茄鸡蛋冻干面,非油炸冻干技术，新鲜口感，汤...,¥ 59.9 起
和厨一碗阳春面 12杯装,筋斗细面，香浓高汤，爆款冻干...,¥ 64.9
台湾老妈拌面 4包*2袋,明星热捧的网红面，48小时日光...,¥ 79
澳洲新格菲乐家族典藏版霞多丽...,大南方产区，红五星95分，名庄...,¥ 369
Change 10s 脱脂无蔗糖轻食酸奶...,脱脂无蔗糖，优于欧盟标准，全...,¥ 76
认养一头牛 常温纯牛奶 两提装...,纯生牛乳无添加，澳洲进口荷斯...,¥ 89 起
COCODAY可口得椰子水饮料  250...,印尼原装进口，零脂肪低热量，...,¥ 59
孔府家酒·子约52°浓香型白酒,7-16年老酒，年份可追溯，非遗...,¥ 169 起
匠心28热情百香果精酿啤酒 330...,甄选进口原料，浓郁果香，富含...,¥ 75
匠心28精酿啤酒 330ml*6,甄选进口原料，口感醇厚，富含...,¥ 75
火啤精酿 青稞琥珀艾尔啤酒 33...,独特酒香，国际级酿酒大师工艺,¥ 99
斑马精酿德式小麦啤酒,香浓好喝，德国学院正宗配方，...,¥ 46 起 直降
斑马精酿琥珀IPA啤酒,甄选贵族原料，45天慢酿，琥珀...,¥ 99 起
GOODMANSMITH 好人IPA精酿啤酒...,"上等天然原料,大量有益酵母菌，...",¥ 99
燃点 消愁浓香型白酒38度,邛酒产区出品，纯正浓香川酒，...,¥ 29 起
雪荞藏娇酒 小曲清香型 53° 白...,上等苦荞酿，53°更醇厚，每一滴...,¥ 299
谷小酒微醺版浓香型白酒,五粮酿造，冰川泉水，固态发酵...,¥ 99
雪荞·小荞酒 小曲清香型50°白酒...,古法苦荞酿，雅致荞麦香，好喝...,¥ 19.9 起
婉爱美乐干红葡萄酒 187ml*6,千次调配柔美风格，聚会小酌一...,¥ 169
婉爱·金法国上梅多克干红葡萄酒...,轻奢生活 享在当下  精致礼盒礼...,¥ 169 起
歌冬城堡干红葡萄酒 2006,歌冬城堡干红葡萄酒 2006,¥ 369
乔治威拿·罗蒂丘·宝龙干红葡萄...,法国2200年历史产区，罗蒂丘代...,¥ 649
婉爱·金超级波尔多干红葡萄酒,波尔多产区，原瓶进口，金奖殊...,¥ 119 起
婉爱·银智利甄诚赤霞珠干红葡萄...,百年名庄，原瓶进口，多汁顺滑...,¥ 79 起
金洋河浓香型白酒,甄选名酒，古法传承  多粮酿造...,¥ 218 起 直降
婉爱·蓝缤意大利微甜起泡酒,清新甜美好喝，意大利原装进口...,¥ 109 起 直降
德国摩泽尔日晷园雷司令甜白葡...,德国葡萄酒精髓，夏日消暑圣物...,¥ 239
法国阿尔萨斯琼瑶浆白葡萄酒,浓郁芬芳的香气，法国原瓶进口,¥ 149
婉爱·新西兰马尔堡长相思干白葡...,新西兰航空指定用酒，迷人的百...,¥ 159
婉爱美酒套装 6瓶,送礼佳选，聚会欢庆，新年共饮...,¥ 449 起
山楂制品组合装,鲜果打浆，酸甜可口，开胃消食...,¥ 49.9
go ahead果悠萃酸奶涂层饼干（...,英国超人气饼干，浓郁酸奶涂层...,¥ 58
混合水果脆32g/袋*4袋,四果合一，鲜香酥脆，原汁原味...,¥ 48
龙眼榴莲脆30g/袋*2袋,香甜酥脆，甄品原料，开袋即食...,¥ 48
鲜果丛林 芒果冰 75g*10支,优选原料，速冻锁鲜，口感细腻...,¥ 89
知味轩 土耳其无花果干170克*2...,自然风干，果蜜丰富，皮薄肉厚...,¥ 69
薄脆饼干	320g*3袋,薄脆饼干，非油炸，咸香美味,¥ 48
社谷制菓 苏打夹心饼干 270g*3...,回味甘香，酥脆可口，甜蜜享受,¥ 48
榴莲泡泡  120g*3盒,皮薄馅多，口感Q弹，香浓榴莲味...,¥ 99
榴莲烤芝士 100g*3盒,榴莲果肉制成，优选原料，口感...,¥ 89
坚果海苔 80g/盒*2,慢火烘烤，酥香无油，双重美味,¥ 59.9
什锦菇菜脆 140g/袋*2,六蔬搭配，酥脆爽口，即开即食,¥ 49
葡萄干250g*2袋,清甜醇香，肉厚无籽，色泽鲜亮...,¥ 38 起
卤汁牛肉  4袋装 100g*4,浓香扑鼻，半筋半肉，老卤秘制...,¥ 79 起
沙嗲味牛肉干  4袋装 105g*4...,新派马来美味,¥ 79
变态辣手撕牛肉  4袋装 100g*4...,3种辣椒调制，久火慢炖，独立小...,¥ 79
日式烤牛肉 4袋装  100g*4,嫩肩肉原切，恒温烤制，秘制腌...,¥ 85
社谷制菓 烤肠（原味）  2袋装...,浓郁肉香，Q弹劲道，随身携带，...,¥ 48
紫山农庄糖水黄桃 425g*6罐,大颗果肉，传统熬制工艺，新鲜...,¥ 49.9
鲜果感黄桃干  100g*5袋,柔韧绵甜，鲜嫩少纤维感，无添...,¥ 59
鲜果丛林厚切芒果干 100g*4袋,精选原料，慢烘工艺，果肉饱满...,¥ 49.9
知味轩土耳其杏干 170克*3袋,传统手工晾晒，土耳其进口，香...,¥ 69
有机板栗仁 80g*5袋,自有有机板栗基地，颗粒饱满均...,¥ 49.9
有机开口栗  80g*5袋装,自有有机板栗基地，精选特大板...,¥ 45
新疆阿克苏核桃,生脆酥爽，肉厚回甜，精挑细选...,¥ 39 起
社谷制菓混合坚果 30袋 750g,甄选食材，多元营养，独立分装,¥ 118
社谷制菓水果燕麦 1.05kg,优质原料，低温烘焙，精巧包装,¥ 108
社谷制菓原香坚果系列 3罐装,精选食材，慢烘轻烤，原香醇厚...,¥ 95 起
云顶曲奇三味混合装 560g,进口黄油，匠心制作，入口即化...,¥ 129
社谷制菓风干牛肉 两盒装,精选米龙，纯盐调味，古法新作...,¥ 75 起
社谷制菓 黑南瓜子 两袋装,精心烘炒，饱满酥脆，便捷开口,¥ 38
知味轩混合坚果酥 300克*2袋,健康营养，天然好料，静心配比...,¥ 55
萌托斯·法式手工甜品 400g,甄选澳洲麦芽糖，健康美味,¥ 109
环球渔场 香酥小黄鱼200g*2盒,肉质鲜嫩，秘料配方，制法考究,¥ 49.9
环球渔场 香酥带鱼200g*2盒,地道鲜香，醇香美味，安心工艺,¥ 49.9
环球渔场 原味鱿鱼足片 4袋装...,深海鱿鱼，口感鲜嫩，嚼劲十足,¥ 49
环球渔场海味组合 4袋装,四种海味，原料新鲜，开袋即食...,¥ 49
环球渔场 原味香酥脆虾 4袋装...,即开即食，整虾可食，鲜美香酥,¥ 59
莆田桂圆干 250g*3罐,优质乌龙岭品种，传统工艺制作...,¥ 49
社谷制菓 坚果果干蜜饯礼盒 1....,六种果物，馈赠佳礼，多重营养...,¥ 168
新疆和田大枣夹核桃仁 380g,双重营养，双重美味，甜而不腻...,¥ 48
新疆和田大枣 500g,个大香甜，皮薄肉厚，百里挑一...,¥ 39
新疆若羌灰枣 500g,皮薄核小，肉实质脆，甘醇清甜...,¥ 39
大希地鳕鱼天赋罗108g*8袋 送芒...,纯鳕鱼肉，净海养殖，自然鲜嫩...,¥ 88
大希地 安南之恋巴沙鱼片200g*...,水润鲜活，细腻鲜嫩，健康低卡...,¥ 75
大希地 青春之味青虾仁156g*6袋...,净水鲜虾，水弹Q嫩，紧实丰腴，...,¥ 119
大希地 飞跃奥尔良鸡翅 285g*6...,健康取材，甜辣多汁，鲜嫩细腻...,¥ 108
大希地 黑椒味撒娇牛肉粒138g*...,进口牛肉原料，匠心腌制，肉嫩...,¥ 99
大希地 香草黑胡椒眼肉牛排130...,进口原切，鲜嫩多汁，手工腌制...,¥ 199
大希地 香草黑椒西冷牛排 130g...,进口牛肉原料，整块切割，匠心...,¥ 158
法式低温上脑牛排 160g*6袋,雪花纹理，鲜嫩多汁，自然原味...,¥ 228
法式低温西冷牛排 160g*6袋,进口原切未腌制，有筋更带劲,¥ 228 起
干海参（淡干型）80g,海中珍品，滋养温润，安全可靠,¥ 688
干海参（速发型）,营养便携，泡发简单，食用方便...,¥ 368 起
奥运冠军陈一冰推荐生鲜礼盒,冠军品质，八国风味，四款礼盒...,¥ 115 起
鹰集金丝雀单品咖啡豆  200g,清新明亮，热带果香，精品庄园...,¥ 59
鹰集猫头鹰拼配咖啡豆 200g,优选拼配，冠军烘焙，醇香浓郁...,¥ 49
鹰集金丝雀滤挂咖啡,醇柔清香，大师烘焙，简易冲泡...,¥ 45 起
鹰集猫头鹰滤挂咖啡,浓郁芳香，冠军烘焙，儒雅便捷,¥ 29 起
和言挂耳咖啡 10g*10袋,甄选生豆，大师烘焙，随时享用,¥ 49
心想甄选咖啡胶囊 60粒,精选原豆，密封保鲜，口味多样...,¥ 158 起
青海黑枸杞 118g,颗粒均匀，富含花青素，遇水拉...,¥ 168
平仄红茶,单芽率95%，清新番薯香，独立无...,¥ 79 起
一茶一山正山小种红茶 180g,武夷山原产，荒野老树，无农药...,¥ 299
平仄绿  单芽茶,口感鲜爽，免洗直泡，才下牙尖...,¥ 89 起
平仄花草茶,优选原产地，品质可靠，营养封...,¥ 19 起
平仄特级小圆罐茶礼盒,五大茗茶，精装小圆罐，产地特...,¥ 139
狮龙梅特级明前西湖龙井茶 10g...,真正核心产区，明前手工采摘，...,¥ 599
青衣美人陈皮明钼菊（3.5g*28袋...,温润3岁陈皮，地道稀有胎菊，轻...,¥ 99
青衣美人陈皮红曲（5g*28袋）,温润3岁陈皮，五常米发酵红曲，...,¥ 99
青衣美人红曲红茶（4g*30袋）,五常大米发酵红曲，纯正茶基因...,¥ 169
青衣美人 不上火的人参茶,长白山道地人参  解忧除烦补元...,¥ 199 起
青衣美人红曲苦荞茶（5g*36袋）,五常大米发酵红曲，平衡体质，...,¥ 99
青衣美人红曲黑茶（5g*24袋）,解油腻，清身心，醇和绵厚，糯...,¥ 169
青衣美人1号黑茶,洁净免洗，营养丰富，科学重塑,¥ 169 起
青衣美人工夫红茶,一杯茶16道香，纯正茶基因，明...,¥ 169 起
五味茗茶系列  5袋装,轻松发现你的好茶,¥ 99 起
青衣美人特级老川茶礼盒,明前蒸青绿茶，明前小种红茶，...,¥ 99 起
经典袋泡茶,方便而优雅，享用六款芳香,¥ 19.9 起
诚丽一级冷榨亚麻籽油礼盒装（...,甄选黄金亚麻籽，九道低温物理...,¥ 99
多蘑味 川派菇姑酱  三味混合装...,野生山菌，一等菜籽油，十六道...,¥ 39
菁选晒场酿造酱油 250ml*2,古法酿晒，酱香自然，咸鲜回甜...,¥ 49
知吾煮生态杂粮小包 15包,轻饮食 高品质 优选杂粮,¥ 59
方家铺子 有机四色小米礼盒  5...,有机品质，香甜软糯，辅食上选...,¥ 69
知吾煮新鲜营养粥系列,一袋，一次，一锅,¥ 65 起
知吾煮新鲜营养羹系列,一袋，一次，一锅,¥ 59.5 起
莆田桂圆干 250g*3罐,优质乌龙岭品种，传统工艺制作...,¥ 49
有机五常稻花香礼盒 5kg,有机种植，米粒饱满，软糯适宜...,¥ 99
覆膜田有机稻米 5kg,专利栽培技术，寒地黑土种植，...,¥ 159
知吾煮有机五常米 2kg,限量发售，有机种植，全程监管,¥ 49 直降
黑小麦面粉系列,匠心沃土育好麦，源头健康营养...,¥ 35 起
name,desc,price
摩也智能按摩器,马卡龙风格，App智能操控,¥ 249
PMA石墨烯发热真丝颈带,深入颈椎深处，舒缓肌肉紧绷，...,¥ 149
乐范揉捏按摩靠枕,3D按摩，无线便携，强劲扭力,¥ 369
阿多立体热敷眼罩,环绕眼眶加热，立体成型，保护...,¥ 79
石墨烯发热真丝眼罩,秒热技术，双面真丝材料，三档...,¥ 109
乐范眼部冷热按摩仪,"冷热双感敷眼,自动感应按摩,一...",¥ 369
乐范随身魔力按摩贴,配套贴片、延长线已上线，请搜...,¥ 99 起
石墨烯发热腰带,石墨烯发热，超轻薄，秒热技术...,¥ 129 起
乐范塑形背靠,塑形挺背、保护腰椎、缓解身体...,¥ 129
乐范按摩贴贴片 2片装,皮革材质，进口凝胶，更换便捷,¥ 39 起
华佗真空拔罐器（14罐收纳版）,单手可操作，肩背腿适用，密闭...,¥ 109
PMA石墨烯多功能发热毯,秒热技术，一毯多用，安全防烫...,¥ 279
乐范魔力贴温情版  贴片,超纤面料、进口凝胶、更换便捷,¥ 59 起
乐范魔力贴温情版,加热按摩 智能双控  20档力度 ...,¥ 199 起
乐范按摩助眠颈枕,按摩解压，放松入眠，专利锁扣...,¥ 99
魔力按摩贴延长线 120cm,贴心设计，体验升级，延长控制,¥ 19.9
云麦好轻mini2智能体脂秤,十项数据 精准交流测脂 高清LE...,¥ 99 起
小米体脂秤,简约纯白外观，隐藏式LED显示屏...,¥ 199
米家 iHealth 体温计,一秒速测，非接触式测量，德国...,¥ 129
iHealth智能血糖仪,用手机测血糖，测量 / 解读 5秒...,¥ 99 起
米家iHealth血压计,大屏显示，一键测量，爸妈上手...,¥ 399
秒秒测智能体温计,体温测量，持续监测，高温报警...,¥ 169
秒秒测女性基础体温计,口腔测量，智能记录，科学备孕...,¥ 169
iHealth智能血糖仪/试纸,用手机测血糖，测量 / 解读 5...,¥ 129 起
小米体重秤,喝杯水都能感知的高精度传感器,¥ 99
秒秒测医用人体双面胶,智能体温计配件，环形设计，材...,¥ 35
秒秒测医用人体双面胶（硅胶版）,秒秒测智能体温计配件，低敏硅...,¥ 59
秒秒测酒精消毒片 三盒装,除菌消毒，卫生便携，预防细菌...,¥ 29 起
秒秒测医用电子体温计,便捷测温，口腔，腋下便捷测温...,¥ 19 直降
秒秒测温湿度计,电子墨水屏、高精度传感器、灵...,¥ 59
云麦好轻mini2体脂秤 云麦2代瑜...,十项数据，精准交流测脂，高清...,¥ 179
云麦好轻mini2体脂秤+云麦瑜伽...,十项数据，精准交流测脂，高清...,¥ 149
小莫智能划船机,"智利进口松木,航空级聚碳酸酯水...",¥ 2499
WalkingPad走步机,简约科技造型，新型对折收纳，...,¥ 1999
云麦腕力球,办公室减压新升级，锻炼手臂肌...,¥ 69
云麦健身燃脂弹力带,五倍回弹，环保亲肤，不变形不...,¥ 9.9 起
云麦助游训练浮板,浮漂助游，日常训练，锻炼健身...,¥ 49
云麦高密度瑜伽砖（对装）,健身美体，初学辅助，调整身姿...,¥ 29
ACTON 智能电动滑板,无线智能遥控，全身LED灯组，1...,¥ 999
茵战智能足球（4号/5号球）,精准数据记录，进阶练习项目，...,¥ 299
Bestway百适乐泵系列,大口径气室，快速充放气，三种...,¥ 19.9 起
Beat 智能运动哑铃 两只装,爆汗10分钟，甩脂潮轻松,¥ 99 起
云麦运动跳绳,防滑手柄，一体式轴承，负重铁...,¥ 49
Move It 智能弹力绳健身器,全身肌肉锻炼，动作感应，线上...,¥ 549
云麦美体防爆瑜伽球,双纹理设计，安全防爆，环保无味,¥ 68 起
双面防滑瑜伽垫,安全材质，双面防滑，外柔内韧,¥ 99 起
Move It 智能健身器,荣获2017红点设计奖，高度精确...,¥ 1499
磨砂硅胶泳帽,高弹力、抗撕裂、降水阻、不伤发,¥ 39
云麦助游训练浮板,浮漂助游，日常训练，锻炼健身...,¥ 49
男士五分泳裤,杜邦莱卡，有效抗氯，疏水降阻...,¥ 99
男士平角泳裤,杜邦莱卡，有效抗氯，疏水降阻...,¥ 79
裙式分体泳衣,杜邦莱卡，有效抗氯，交叉美背,¥ 169
女士连体泳衣,杜邦莱卡，有效抗氯，镂空美背,¥ 149
Bestway百适乐彩虹泳圈浮排系列...,绚烂彩虹色，安全不漏气，细腻...,¥ 19.9 起
Bestway百适乐水果泳圈浮排系列...,可爱水果造型，安全不漏气，细...,¥ 39.9 起
Bestway百适乐坐骑系列,3D彩印，优质PVC材料，安全防漏...,¥ 149 起
Bestway百适乐泵系列,大口径气室，快速充放气，三种...,¥ 19.9 起
AirPOP 纤薄口罩 (20片装）,纤巧轻薄，柔软亲肤，防尘透气,¥ 29.8
AirPOP 便携防雾霾口罩（2片装...,双粒子防护，随心折叠，柔触贴合,¥ 14 直降
秒秒测酒精消毒片 三盒装,除菌消毒，卫生便携，预防细菌...,¥ 29 起
霍尼韦尔新风口罩米家定制,高效防护，佩戴舒适，主动送风...,¥ 249
布梨新风口罩 琅琊榜限量款,新风体验，古风外观，亲肤透气...,¥ 169
AirPOP Light 360°防雾霾口罩...,新国际认证，0胶水0甲醛*轻柔贴...,¥ 14 直降
Woobi Play儿童清吸口罩,呼吸分离，专为儿童设计，便携...,¥ 89 起
Purely布梨空气锁口罩 3只装,整体高效防护，眼镜不易起雾，...,¥ 89
AirPOP 防雾霾口罩 米家定制,双重立体防御结构，360°密封胶...,¥ 69
Purely布梨新风口罩,独特新风系统高效过滤，立体通...,¥ 149
智米轻呼吸防霾口罩 3只装+1支...,放肆呼吸，不只是酷,¥ 39
布梨新风口罩滤片,布梨新风口罩滤片套装10件装（...,¥ 72
name,desc,price
极蜂天文望远镜,90mm物镜口径/高分辨率成像/天...,¥ 1199
极蜂强光变焦手电筒,CREE 1000流明进口灯珠，无级变...,¥ 149
Gocamp折叠午休床,轻便折叠设计/宽大稳固舒适/节...,¥ 199
早风多用全自动帐篷,一提即可搭建/UPF50+双重防晒/...,¥ 299
早风户外3-4人双层速开帐篷,3秒搭建，超大空间，防雨防潮，...,¥ 299
早风户外降落伞布吊床,600斤承重/秒搭设计/时尚轻便/...,¥ 79
早风户外单人自动充气垫,加大加厚，防皱耐磨，一体充气...,¥ 129
早风超轻羽绒睡袋,纯白鸭绒/防泼水防静电/超轻易...,¥ 369
早风防潮野餐垫,舒适手感，携带轻便，健康环保...,¥ 79
早风超轻碳纤维登山杖,徒步登山更省力，强韧杖杆不易...,¥ 99
小米米家对讲机,极简设计，8天超长待机，位置共...,¥ 249
小米米家对讲机背夹,轻巧便携 / 边角保护 / 稳固贴...,¥ 19 直降
九号平衡车,年轻人的酷玩具/骑行遥控两种玩...,¥ 1999
九号平衡车 Plus,增强型镁合金底盘/35km 超长续...,¥ 3499
小米米家电动滑板车,极简几何设计，1分钟轻松上手/...,¥ 1999
骑记智能山地自行车,智能定位防丢设计，极简实用11...,¥ 2099 直降
QiCYCLE R1公路自行车,环法标准的专业公路自行车,¥ 15999 直降
米家骑记电助力折叠自行车,力矩传感助力，骑行数据监测，...,¥ 2999
九号单轮平衡车A1,单轮代步，轻便简单，做城市最...,¥ 1699 起
九号单轮平衡车S2 蝙蝠侠定制版...,正版授权，黑暗骑士，换你登场,¥ 3499
九号单轮平衡车S2,便携易提，双电双仓超长续航，...,¥ 3299 起
Smart4u城市轻骑智能闪盔,自动光感警示灯/超长续航/磁吸...,¥ 169
骑记城市休闲头盔,内外一体成型，可更换式帽檐设...,¥ 169
Ninebot Kids Bike儿童运动自行...,乖巧优雅车身，时尚撞色，品质...,¥ 699 起
骑记小学生山地车,酷炫动感，航空铝合金车架，便...,¥ 779 直降
Ninebot Kids Bike儿童运动自行...,流线型车架，优秀操控感，品质...,¥ 699 起
骑记骑滑两用安全儿童车,骑行滑步二合一，人体工程设计...,¥ 669 直降
电池快充套装,适用于九号单轮平衡车A1，续航...,¥ 999
小米云台相机,与九号平衡车Plus完美适配,¥ 1499
九号平衡车Plus 停车支架,停放无忧，极简化设计，小身材...,¥ 29
九号平衡车 Plus 载物筐,九号平衡车Plus专属 / 15kg负载...,¥ 99
九号单轮平衡车辅助轮,新手入门必备安全辅助轮，A1\S...,¥ 169
九号单轮平衡车防护套装,适用于A1\S2单轮车型号，全方位...,¥ 199
迈未风口实木香珠,简约设计/香味持久/异味分解/多...,¥ 39 起
睿米车载空气净化器,80㎡/n颗粒物CADR，OLED显示屏...,¥ 899
70迈智能后视镜,智能语音交互 / ADAS 高级驾辅...,¥ 1299
小米米家智能后视镜,ADAS驾驶辅助系统/1080P高清行...,¥ 999
小米米家后视镜行车记录仪,语音控制/5英寸IPS大屏/停车监...,¥ 399
70迈胎压监测仪,车规级内置传感器/进口芯片/实...,¥ 349
米家行车记录仪,SONY IMX323图像传感器，Mstar...,¥ 349
70迈 智能记录仪,智能语音控制丨 1080P 全高清丨...,¥ 199
70迈高清倒车影像摄像头,前后双录/138°广角/720P高清夜...,¥ 99
清蜓车载负离子空气净化器,负离子净化，静音无风机，激光...,¥ 699
米家车载空气净化器 USB版,双风机循环气流，过滤PM2.5颗粒...,¥ 449
米家车载空净除甲醛滤芯,触媒活性炭滤网，吸附甲醛，过...,¥ 69
米家车载空气净化器滤芯,触媒活性炭滤网，吸附甲醛，过...,¥ 49
迈未汽车地垫/尾箱地垫,PET环保无味/安全防滑/深度易洁...,¥ 99 起
ROIDMI（睿米）记忆绵久坐套装R1,60D记忆绵，3-5s慢回弹，咖啡丝...,¥ 59 起
智米多效防霾汽车空调过滤器 两...,高效过滤PM2.5，活性炭吸附甲醛...,¥ 79 起
智米车载逆变器,12V转220V、USB智能快充、多功...,¥ 229
米家车载逆变器,双USB充电口 / 国际组合插孔 /...,¥ 199
睿米一分二点烟器,行车记录仪+其他车载设备的充电...,¥ 79
音乐蓝牙车充(弹片式),多车型适配，音乐播放，电瓶监...,¥ 99
小米车载充电器快充版,QC3.0 双口输出 / 智能温度控制...,¥ 69
小米车载充电器  黑色,全金属外观，双USB智能输出,¥ 49
LP全钢双USB智能车充,双向USB接口，全钢结构，安全锤...,¥ 79 起
小米车载充电器快充版 扩展配件...,USB-A + USB-C双口输出、支持P...,¥ 99
车载磁吸手机支架,稳固防滑，磁力吸附，360度旋转,¥ 49
TITA临时停车牌,号码随心换/可隐藏设计/软性硅...,¥ 39
临时停车牌,磁吸数字贴片/分隔符设计/专用...,¥ 49
name,desc,price
